,,,,,,,,,,,,,,,,,,,,,,,,Yoon_Eng_Name,Yoon_Eng_Name,Yoon_Eng_Name,Yoon_Eng_Name,Yoon_Eng_Name,Yoon_Eng_Name,Yoon_Eng_Name,Yoon_Eng_Name,Yoon_Eng_Name,Yoon_Eng_Name,,Yoon_Eng_Conc,Yoon_Eng_Conc,Yoon_Eng_Conc,Yoon_Eng_Conc,Yoon_Eng_Conc,Yoon_Eng_Conc,Yoon_Eng_Conc,Yoon_Eng_Conc,Yoon_Eng_Conc,Yoon_Eng_Conc,,Yoon_Chn_Name,Yoon_Chn_Name,Yoon_Chn_Name,Yoon_Chn_Name,Yoon_Chn_Name,Yoon_Chn_Name,Yoon_Chn_Name,Yoon_Chn_Name,Yoon_Chn_Name,Yoon_Chn_Name,,Yoon_Chn_Conc,Yoon_Chn_Conc,Yoon_Chn_Conc,Yoon_Chn_Conc,Yoon_Chn_Conc,Yoon_Chn_Conc,Yoon_Chn_Conc,Yoon_Chn_Conc,Yoon_Chn_Conc,Yoon_Chn_Conc,,SV_Eng_Name,SV_Eng_Name,SV_Eng_Name,SV_Eng_Name,SV_Eng_Name,SV_Eng_Name,SV_Eng_Name,SV_Eng_Name,SV_Eng_Name,SV_Eng_Name,,SV_Eng_Conc,SV_Eng_Conc,SV_Eng_Conc,SV_Eng_Conc,SV_Eng_Conc,SV_Eng_Conc,SV_Eng_Conc,SV_Eng_Conc,SV_Eng_Conc,SV_Eng_Conc,,SY_Eng_Exp_1,SY_Eng_Exp_1,SY_Eng_Exp_1,SY_Eng_Exp_1,SY_Eng_Exp_1,SY_Eng_Exp_1,SY_Eng_Exp_1,SY_Eng_Exp_1,SY_Eng_Exp_1,SY_Eng_Exp_1,,SY_Eng_Exp_2,SY_Eng_Exp_2,SY_Eng_Exp_2,SY_Eng_Exp_2,SY_Eng_Exp_2,SY_Eng_Exp_2,SY_Eng_Exp_2,SY_Eng_Exp_2,SY_Eng_Exp_2,SY_Eng_Exp_2,,Bates_Eng,Bates_Eng,Bates_Eng,Bates_Eng,Bates_Eng,Bates_Eng,Bates_Eng,Bates_Eng,Bates_Eng,Bates_Eng,,Bates_Chin,Bates_Chin,Bates_Chin,Bates_Chin,Bates_Chin,Bates_Chin,Bates_Chin,Bates_Chin,Bates_Chin,Bates_Chin,,OrigRow
21,034,bear,0.956,0.956,21.000,0.931,0.931,0.000,0.780,0.780,0.780,0.604,0.604,0.000,0.880,xxx,0.000,1.000,1.000,0.000,0.820,0.760,,---,---,0.0001,0.0001,0.0886,xxx,---,---,0.0043,0.0002,,---,---,0.0001,0.0001,0.0886,xxx,---,---,0.0043,0.0002,,0.0001,0.0001,---,---,---,xxx,0.0018,0.0006,---,---,,0.0001,0.0001,---,---,---,xxx,0.0018,0.0006,---,---,,0.0886,0.0886,---,---,---,---,0.0294,0.0167,---,---,,xxx,xxx,xxx,xxx,xxx,---,xxx,xxx,xxx,xxx,,---,---,0.0018,0.0018,0.0294,xxx,---,---,0.0064,0.0013,,---,---,0.0006,0.0006,0.0167,xxx,---,---,0.0028,0.0004,,0.0043,0.0043,---,---,---,xxx,0.0064,0.0028,---,---,,0.0002,0.0002,---,---,---,xxx,0.0013,0.0004,---,---,,26
22,037,bed,1.000,1.000,22.000,0.961,0.961,0.000,0.770,0.780,0.770,0.560,0.570,0.000,1.000,xxx,0.000,1.000,1.000,0.000,1.000,0.960,,---,---,0.0000,0.0000,---,xxx,---,---,---,0.0324,,---,---,0.0000,0.0000,---,xxx,---,---,---,0.0324,,0.0000,0.0000,---,---,0.0007,xxx,0.0014,0.0005,0.0002,0.0032,,0.0000,0.0000,---,---,0.0009,xxx,0.0018,0.0006,0.0003,0.0046,,---,---,0.0007,0.0009,---,---,---,---,---,---,,xxx,xxx,xxx,xxx,xxx,---,xxx,xxx,xxx,xxx,,---,---,0.0014,0.0018,---,xxx,---,---,---,---,,---,---,0.0005,0.0006,---,xxx,---,---,---,---,,---,---,0.0002,0.0003,---,xxx,---,---,---,---,,0.0324,0.0324,0.0032,0.0046,---,xxx,---,---,---,---,,27
23,038,bee,0.796,0.823,23.000,0.725,0.735,0.000,0.770,0.800,0.770,0.330,0.362,0.000,0.600,xxx,0.000,0.973,0.929,0.000,0.690,0.570,,---,---,---,---,0.0128,xxx,0.0110,0.0432,---,0.0028,,---,---,---,---,0.0037,xxx,0.0225,0.0893,0.0578,0.0006,,---,---,---,---,0.0395,xxx,0.0055,0.0213,---,0.0115,,---,---,---,---,0.0131,xxx,0.0126,0.0499,---,0.0030,,0.0128,0.0037,0.0395,0.0131,---,---,0.0001,0.0003,---,---,,xxx,xxx,xxx,xxx,xxx,---,xxx,xxx,xxx,xxx,,0.0110,0.0225,0.0055,0.0126,0.0001,xxx,---,---,0.0009,0.0000,,0.0432,0.0893,0.0213,0.0499,0.0003,xxx,---,---,0.0034,0.0001,,---,0.0578,---,---,---,xxx,0.0009,0.0034,---,---,,0.0028,0.0006,0.0115,0.0030,---,xxx,0.0000,0.0001,---,---,,28
24,xxx,beetle,0.541,0.541,24.000,0.657,0.657,0.000,0.160,0.160,0.160,0.236,0.236,0.000,0.500,xxx,0.000,0.921,0.850,0.000,xxx,xxx,,---,---,0.0000,0.0000,---,xxx,0.0000,0.0003,xxx,xxx,,---,---,0.0000,0.0000,---,xxx,0.0000,0.0003,xxx,xxx,,0.0000,0.0000,---,---,0.0000,xxx,0.0000,0.0000,xxx,xxx,,0.0000,0.0000,---,---,0.0000,xxx,0.0000,0.0000,xxx,xxx,,---,---,0.0000,0.0000,---,---,0.0000,0.0005,xxx,xxx,,xxx,xxx,xxx,xxx,xxx,---,xxx,xxx,xxx,xxx,,0.0000,0.0000,0.0000,0.0000,0.0000,xxx,---,---,xxx,xxx,,0.0003,0.0003,0.0000,0.0000,0.0005,xxx,---,---,xxx,xxx,,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,,29
25,040,bell,1.000,1.000,25.000,0.990,0.990,0.000,0.460,0.680,0.460,0.475,0.616,0.000,1.000,xxx,0.000,1.000,1.000,0.000,1.000,0.600,,---,---,0.0000,0.0000,---,xxx,---,---,---,0.0000,,---,---,0.0000,0.0000,---,xxx,---,---,---,0.0000,,0.0000,0.0000,---,0.0017,0.0000,xxx,0.0000,0.0000,0.0000,---,,0.0000,0.0000,0.0017,---,0.0000,xxx,0.0001,0.0000,0.0000,---,,---,---,0.0000,0.0000,---,---,---,---,---,0.0000,,xxx,xxx,xxx,xxx,xxx,---,xxx,xxx,xxx,xxx,,---,---,0.0000,0.0001,---,xxx,---,---,---,0.0000,,---,---,0.0000,0.0000,---,xxx,---,---,---,0.0000,,---,---,0.0000,0.0000,---,xxx,---,---,---,0.0000,,0.0000,0.0000,---,---,0.0000,xxx,0.0000,0.0000,0.0000,---,,30
26,xxx,belt,0.973,0.973,26.000,0.981,0.981,0.000,0.730,0.730,0.730,0.796,0.816,0.000,0.980,xxx,0.000,1.000,0.929,0.000,xxx,xxx,,---,---,0.0000,0.0000,---,xxx,---,---,xxx,xxx,,---,---,0.0000,0.0000,---,xxx,---,---,xxx,xxx,,0.0000,0.0000,---,---,0.0006,xxx,0.0004,0.0063,xxx,xxx,,0.0000,0.0000,---,---,0.0006,xxx,0.0004,0.0063,xxx,xxx,,---,---,0.0006,0.0006,---,---,---,---,xxx,xxx,,xxx,xxx,xxx,xxx,xxx,---,xxx,xxx,xxx,xxx,,---,---,0.0004,0.0004,---,xxx,---,0.0983,xxx,xxx,,---,---,0.0063,0.0063,---,xxx,0.0983,---,xxx,xxx,,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,,31
27,043,bicycle,0.434,1.000,27.000,0.777,0.990,0.000,0.850,0.860,0.850,0.990,0.990,0.000,0.880,xxx,0.000,0.946,1.000,0.000,0.700,0.940,,---,0.0000,0.0000,0.0000,0.0000,xxx,0.0000,0.0000,0.0017,0.0000,,0.0000,---,0.0000,0.0000,0.0002,xxx,0.0129,---,0.0000,0.0086,,0.0000,0.0000,---,---,---,xxx,---,0.0061,0.0304,---,,0.0000,0.0000,---,---,---,xxx,---,0.0083,0.0193,---,,0.0000,0.0002,---,---,---,---,---,0.0167,0.0372,---,,xxx,xxx,xxx,xxx,xxx,---,xxx,xxx,xxx,xxx,,0.0000,0.0129,---,---,---,xxx,---,---,0.0042,---,,0.0000,---,0.0061,0.0083,0.0167,xxx,---,---,0.0001,0.0950,,0.0017,0.0000,0.0304,0.0193,0.0372,xxx,0.0042,0.0001,---,0.0018,,0.0000,0.0086,---,---,---,xxx,---,0.0950,0.0018,---,,32
28,xxx,bird,0.903,0.903,28.000,0.854,0.854,0.000,0.290,0.530,0.290,0.255,0.500,0.000,0.880,xxx,0.000,0.974,1.000,0.000,xxx,xxx,,---,---,0.0000,0.0000,---,xxx,---,0.0300,xxx,xxx,,---,---,0.0000,0.0000,---,xxx,---,0.0300,xxx,xxx,,0.0000,0.0000,---,0.0006,0.0000,xxx,0.0000,0.0000,xxx,xxx,,0.0000,0.0000,0.0006,---,0.0001,xxx,0.0000,0.0000,xxx,xxx,,---,---,0.0000,0.0001,---,---,---,0.0167,xxx,xxx,,xxx,xxx,xxx,xxx,xxx,---,xxx,xxx,xxx,xxx,,---,---,0.0000,0.0000,---,xxx,---,---,xxx,xxx,,0.0300,0.0300,0.0000,0.0000,0.0167,xxx,---,---,xxx,xxx,,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,,33
29,xxx,blouse,0.496,0.710,29.000,0.583,0.630,0.000,0.580,0.580,0.580,0.576,0.586,0.000,0.430,0.900,0.000,0.973,0.952,0.000,xxx,xxx,,---,0.0010,---,---,---,0.0000,0.0000,0.0000,xxx,xxx,,0.0010,---,0.0473,0.0473,0.0013,0.0136,0.0009,0.0009,xxx,xxx,,---,0.0473,---,---,---,0.0002,0.0000,0.0000,xxx,xxx,,---,0.0473,---,---,---,0.0002,0.0000,0.0000,xxx,xxx,,---,0.0013,---,---,---,0.0000,0.0000,0.0000,xxx,xxx,,0.0000,0.0136,0.0002,0.0002,0.0000,---,---,---,xxx,xxx,,0.0000,0.0009,0.0000,0.0000,0.0000,---,---,---,xxx,xxx,,0.0000,0.0009,0.0000,0.0000,0.0000,---,---,---,xxx,xxx,,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,,34
30,051,book,1.000,1.000,30.000,0.981,0.981,0.000,0.780,0.780,0.780,0.876,0.876,0.000,1.000,xxx,0.000,0.974,1.000,0.000,1.000,0.840,,---,---,0.0000,0.0000,---,xxx,0.0855,---,---,0.0000,,---,---,0.0000,0.0000,---,xxx,0.0855,---,---,0.0000,,0.0000,0.0000,---,---,0.0009,xxx,0.0070,0.0006,0.0003,---,,0.0000,0.0000,---,---,0.0009,xxx,0.0070,0.0006,0.0003,---,,---,---,0.0009,0.0009,---,---,---,---,---,0.0067,,xxx,xxx,xxx,xxx,xxx,---,xxx,xxx,xxx,xxx,,0.0855,0.0855,0.0070,0.0070,---,xxx,---,---,---,0.0421,,---,---,0.0006,0.0006,---,xxx,---,---,---,0.0050,,---,---,0.0003,0.0003,---,xxx,---,---,---,0.0032,,0.0000,0.0000,---,---,0.0067,xxx,0.0421,0.0050,0.0032,---,,35
31,052,boot,0.965,0.965,31.000,0.942,0.942,0.000,0.580,0.580,0.580,0.547,0.547,0.000,0.880,xxx,0.000,0.973,0.952,0.000,0.900,0.540,,---,---,0.0000,0.0000,0.0458,xxx,---,---,0.0959,0.0000,,---,---,0.0000,0.0000,0.0458,xxx,---,---,0.0959,0.0000,,0.0000,0.0000,---,---,0.0005,xxx,0.0000,0.0000,0.0001,---,,0.0000,0.0000,---,---,0.0005,xxx,0.0000,0.0000,0.0001,---,,0.0458,0.0458,0.0005,0.0005,---,---,---,---,---,0.0004,,xxx,xxx,xxx,xxx,xxx,---,xxx,xxx,xxx,xxx,,---,---,0.0000,0.0000,---,xxx,---,---,---,0.0000,,---,---,0.0000,0.0000,---,xxx,---,---,---,0.0000,,0.0959,0.0959,0.0001,0.0001,---,xxx,---,---,---,0.0001,,0.0000,0.0000,---,---,0.0004,xxx,0.0000,0.0000,0.0001,---,,36
32,053,bottle,0.841,0.841,32.000,0.883,0.883,0.000,0.490,0.490,0.490,0.691,0.691,0.000,0.950,xxx,0.000,0.974,0.976,0.000,0.900,0.590,,---,---,0.0000,0.0000,0.0718,xxx,0.0342,0.0185,---,0.0005,,---,---,0.0000,0.0000,0.0718,xxx,0.0342,0.0185,---,0.0005,,0.0000,0.0000,---,---,0.0000,xxx,0.0000,0.0000,0.0000,---,,0.0000,0.0000,---,---,0.0000,xxx,0.0000,0.0000,0.0000,---,,0.0718,0.0718,0.0000,0.0000,---,---,---,---,---,0.0001,,xxx,xxx,xxx,xxx,xxx,---,xxx,xxx,xxx,xxx,,0.0342,0.0342,0.0000,0.0000,---,xxx,---,---,---,0.0000,,0.0185,0.0185,0.0000,0.0000,---,xxx,---,---,---,0.0000,,---,---,0.0000,0.0000,---,xxx,---,---,---,0.0004,,0.0005,0.0005,---,---,0.0001,xxx,0.0000,0.0000,0.0004,---,,37
33,055,bow,0.770,0.770,33.000,0.825,0.825,0.000,0.740,0.740,0.740,0.374,0.385,0.000,0.740,0.950,0.000,1.000,0.950,0.000,0.780,0.750,,---,---,---,---,---,0.0097,0.0013,0.0077,---,---,,---,---,---,---,---,0.0097,0.0013,0.0077,---,---,,---,---,---,---,---,0.0041,0.0006,0.0031,---,---,,---,---,---,---,---,0.0041,0.0006,0.0031,---,---,,---,---,---,---,---,0.0078,0.0008,0.0063,---,---,,0.0097,0.0097,0.0041,0.0041,0.0078,---,---,---,0.0201,0.0089,,0.0013,0.0013,0.0006,0.0006,0.0008,---,---,---,0.0023,0.0010,,0.0077,0.0077,0.0031,0.0031,0.0063,---,---,---,0.0169,0.0072,,---,---,---,---,---,0.0201,0.0023,0.0169,---,---,,---,---,---,---,---,0.0089,0.0010,0.0072,---,---,,38
34,054,bowl,0.965,0.965,34.000,0.971,0.971,0.000,0.850,0.850,0.850,0.915,0.915,0.000,0.950,xxx,0.000,0.974,0.976,0.000,0.980,0.880,,---,---,0.0034,0.0034,---,xxx,---,---,---,0.0379,,---,---,0.0034,0.0034,---,xxx,---,---,---,0.0379,,0.0034,0.0034,---,---,0.0947,xxx,0.0446,0.0254,0.0150,---,,0.0034,0.0034,---,---,0.0947,xxx,0.0446,0.0254,0.0150,---,,---,---,0.0947,0.0947,---,---,---,---,---,---,,xxx,xxx,xxx,xxx,xxx,---,xxx,xxx,xxx,xxx,,---,---,0.0446,0.0446,---,xxx,---,---,---,---,,---,---,0.0254,0.0254,---,xxx,---,---,---,0.0752,,---,---,0.0150,0.0150,---,xxx,---,---,---,0.0500,,0.0379,0.0379,---,---,---,xxx,---,0.0752,0.0500,---,,39
35,xxx,box,0.894,0.894,35.000,0.903,0.903,0.000,0.360,0.700,0.360,0.392,0.680,0.000,0.880,xxx,0.000,1.000,1.000,0.000,xxx,xxx,,---,---,0.0000,0.0004,---,xxx,0.0388,0.0230,xxx,xxx,,---,---,0.0000,0.0004,---,xxx,0.0388,0.0230,xxx,xxx,,0.0000,0.0000,---,0.0000,0.0000,xxx,0.0000,0.0000,xxx,xxx,,0.0004,0.0004,0.0000,---,0.0232,xxx,0.0002,0.0000,xxx,xxx,,---,---,0.0000,0.0232,---,---,0.0294,0.0167,xxx,xxx,,xxx,xxx,xxx,xxx,xxx,---,xxx,xxx,xxx,xxx,,0.0388,0.0388,0.0000,0.0002,0.0294,xxx,---,---,xxx,xxx,,0.0230,0.0230,0.0000,0.0000,0.0167,xxx,---,---,xxx,xxx,,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,,40
36,060,bread,0.876,0.876,36.000,0.777,0.777,0.000,0.859,0.859,0.859,0.898,0.898,0.000,0.830,xxx,0.000,1.000,1.000,0.000,0.980,0.570,,---,---,---,---,---,xxx,0.0245,0.0134,0.0343,0.0000,,---,---,---,---,---,xxx,0.0245,0.0134,0.0343,0.0000,,---,---,---,---,---,xxx,0.0157,0.0079,0.0200,0.0001,,---,---,---,---,---,xxx,0.0157,0.0079,0.0200,0.0001,,---,---,---,---,---,---,0.0085,0.0039,0.0116,0.0073,,xxx,xxx,xxx,xxx,xxx,---,xxx,xxx,xxx,xxx,,0.0245,0.0245,0.0157,0.0157,0.0085,xxx,---,---,---,0.0000,,0.0134,0.0134,0.0079,0.0079,0.0039,xxx,---,---,---,0.0000,,0.0343,0.0343,0.0200,0.0200,0.0116,xxx,---,---,---,0.0000,,0.0000,0.0000,0.0001,0.0001,0.0073,xxx,0.0000,0.0000,0.0000,---,,41
37,xxx,broom,0.991,0.991,37.000,0.981,0.981,0.000,0.430,0.730,0.430,0.340,0.681,0.000,1.000,xxx,0.000,1.000,0.930,0.000,xxx,xxx,,---,---,0.0000,0.0000,---,xxx,---,0.0301,xxx,xxx,,---,---,0.0000,0.0000,---,xxx,---,0.0301,xxx,xxx,,0.0000,0.0000,---,0.0000,0.0000,xxx,0.0000,0.0000,xxx,xxx,,0.0000,0.0000,0.0000,---,0.0002,xxx,0.0004,0.0060,xxx,xxx,,---,---,0.0000,0.0002,---,---,---,0.0807,xxx,xxx,,xxx,xxx,xxx,xxx,xxx,---,xxx,xxx,xxx,xxx,,---,---,0.0000,0.0004,---,xxx,---,---,xxx,xxx,,0.0301,0.0301,0.0000,0.0060,0.0807,xxx,---,---,xxx,xxx,,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,,42
38,064,brush,0.876,0.876,38.000,0.563,0.563,0.000,0.750,0.750,0.750,0.727,0.727,0.000,0.830,xxx,0.000,0.947,1.000,0.000,0.940,0.820,,---,---,0.0176,0.0176,---,xxx,---,0.0134,---,---,,---,---,0.0176,0.0176,---,xxx,---,0.0134,---,---,,0.0176,0.0176,---,---,---,xxx,0.0100,0.0002,0.0049,---,,0.0176,0.0176,---,---,---,xxx,0.0100,0.0002,0.0049,---,,---,---,---,---,---,---,---,0.0039,0.0933,---,,xxx,xxx,xxx,xxx,xxx,---,xxx,xxx,xxx,xxx,,---,---,0.0100,0.0100,---,xxx,---,---,---,0.0776,,0.0134,0.0134,0.0002,0.0002,0.0039,xxx,---,---,0.0950,0.0028,,---,---,0.0049,0.0049,0.0933,xxx,---,0.0950,---,0.0648,,---,---,---,---,---,xxx,0.0776,0.0028,0.0648,---,,43
39,065,bus,1.000,1.000,39.000,0.990,0.990,0.000,0.670,0.700,0.670,0.479,0.521,0.000,1.000,xxx,0.000,0.973,1.000,0.000,1.000,0.670,,---,---,0.0000,0.0000,---,xxx,0.0797,---,---,0.0000,,---,---,0.0000,0.0000,---,xxx,0.0797,---,---,0.0000,,0.0000,0.0000,---,---,0.0000,xxx,0.0003,0.0000,0.0000,---,,0.0000,0.0000,---,---,0.0001,xxx,0.0007,0.0000,0.0000,---,,---,---,0.0000,0.0001,---,---,---,---,---,0.0000,,xxx,xxx,xxx,xxx,xxx,---,xxx,xxx,xxx,xxx,,0.0797,0.0797,0.0003,0.0007,---,xxx,---,---,---,0.0005,,---,---,0.0000,0.0000,---,xxx,---,---,---,0.0000,,---,---,0.0000,0.0000,---,xxx,---,---,---,0.0000,,0.0000,0.0000,---,---,0.0000,xxx,0.0005,0.0000,0.0000,---,,44
40,067,butterfly,1.000,1.000,40.000,0.990,0.990,0.000,0.960,0.970,0.960,0.980,0.990,0.000,1.000,xxx,0.000,0.974,1.000,0.000,1.000,1.000,,---,---,0.0319,0.0637,---,xxx,0.0855,---,---,---,,---,---,0.0319,0.0637,---,xxx,0.0855,---,---,---,,0.0319,0.0319,---,---,---,xxx,---,---,---,---,,0.0637,0.0637,---,---,---,xxx,---,---,---,---,,---,---,---,---,---,---,---,---,---,---,,xxx,xxx,xxx,xxx,xxx,---,xxx,xxx,xxx,xxx,,0.0855,0.0855,---,---,---,xxx,---,---,---,---,,---,---,---,---,---,xxx,---,---,---,---,,---,---,---,---,---,xxx,---,---,---,---,,---,---,---,---,---,xxx,---,---,---,---,,45
41,xxx,button,1.000,1.000,41.000,0.980,0.980,0.000,0.520,0.800,0.520,0.449,0.663,0.000,0.980,xxx,0.000,0.000,0.000,0.000,xxx,xxx,,---,---,0.0000,0.0000,---,xxx,0.0000,0.0000,xxx,xxx,,---,---,0.0000,0.0000,---,xxx,0.0000,0.0000,xxx,xxx,,0.0000,0.0000,---,0.0000,0.0000,xxx,0.0000,0.0000,xxx,xxx,,0.0000,0.0000,0.0000,---,0.0057,xxx,0.0000,0.0000,xxx,xxx,,---,---,0.0000,0.0057,---,---,0.0000,0.0000,xxx,xxx,,xxx,xxx,xxx,xxx,xxx,---,xxx,xxx,xxx,xxx,,0.0000,0.0000,0.0000,0.0000,0.0000,xxx,---,---,xxx,xxx,,0.0000,0.0000,0.0000,0.0000,0.0000,xxx,---,---,xxx,xxx,,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,,46
42,071,cake,0.965,0.965,42.000,0.932,0.932,0.000,0.880,0.880,0.880,0.915,0.915,0.000,0.830,xxx,0.000,0.973,1.000,0.000,1.000,1.000,,---,---,0.0194,0.0194,0.0039,xxx,---,---,---,---,,---,---,0.0194,0.0194,0.0039,xxx,---,---,---,---,,0.0194,0.0194,---,---,---,xxx,0.0991,0.0153,0.0107,0.0107,,0.0194,0.0194,---,---,---,xxx,0.0991,0.0153,0.0107,0.0107,,0.0039,0.0039,---,---,---,---,0.0369,0.0039,0.0024,0.0024,,xxx,xxx,xxx,xxx,xxx,---,xxx,xxx,xxx,xxx,,---,---,0.0991,0.0991,0.0369,xxx,---,---,---,---,,---,---,0.0153,0.0153,0.0039,xxx,---,---,---,---,,---,---,0.0107,0.0107,0.0024,xxx,---,---,---,---,,---,---,0.0107,0.0107,0.0024,xxx,---,---,---,---,,47
43,xxx,camel,1.000,1.000,43.000,1.000,1.000,0.000,0.890,0.890,0.890,0.937,0.937,0.000,0.950,xxx,0.000,1.000,1.000,0.000,xxx,xxx,,---,---,0.0003,0.0003,0.0167,xxx,---,---,xxx,xxx,,---,---,0.0003,0.0003,0.0167,xxx,---,---,xxx,xxx,,0.0003,0.0003,---,---,---,xxx,0.0354,0.0206,xxx,xxx,,0.0003,0.0003,---,---,---,xxx,0.0354,0.0206,xxx,xxx,,0.0167,0.0167,---,---,---,---,---,---,xxx,xxx,,xxx,xxx,xxx,xxx,xxx,---,xxx,xxx,xxx,xxx,,---,---,0.0354,0.0354,---,xxx,---,---,xxx,xxx,,---,---,0.0206,0.0206,---,xxx,---,---,xxx,xxx,,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,,48
44,075,candle,0.982,0.982,44.000,0.981,0.981,0.000,0.939,0.960,0.939,0.630,0.674,0.000,1.000,xxx,0.000,1.000,1.000,0.000,1.000,0.980,,---,---,---,---,---,xxx,---,---,---,---,,---,---,---,---,---,xxx,---,---,---,---,,---,---,---,---,---,xxx,---,0.0916,0.0756,---,,---,---,---,---,---,xxx,---,---,---,---,,---,---,---,---,---,---,---,---,---,---,,xxx,xxx,xxx,xxx,xxx,---,xxx,xxx,xxx,xxx,,---,---,---,---,---,xxx,---,---,---,---,,---,---,0.0916,---,---,xxx,---,---,---,---,,---,---,0.0756,---,---,xxx,---,---,---,---,,---,---,---,---,---,xxx,---,---,---,---,,49
45,xxx,cannon,0.862,0.862,45.000,0.932,0.932,0.000,0.340,0.690,0.340,0.330,0.711,0.000,0.900,xxx,0.000,0.000,0.000,0.000,xxx,xxx,,---,---,0.0000,0.0024,---,xxx,0.0000,0.0000,xxx,xxx,,---,---,0.0000,0.0024,---,xxx,0.0000,0.0000,xxx,xxx,,0.0000,0.0000,---,0.0000,0.0000,xxx,0.0000,0.0000,xxx,xxx,,0.0024,0.0024,0.0000,---,0.0082,xxx,0.0000,0.0000,xxx,xxx,,---,---,0.0000,0.0082,---,---,0.0000,0.0000,xxx,xxx,,xxx,xxx,xxx,xxx,xxx,---,xxx,xxx,xxx,xxx,,0.0000,0.0000,0.0000,0.0000,0.0000,xxx,---,---,xxx,xxx,,0.0000,0.0000,0.0000,0.0000,0.0000,xxx,---,---,xxx,xxx,,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,,50
46,xxx,cap,0.514,0.908,46.000,0.873,0.931,0.000,0.750,0.750,0.750,0.798,0.798,0.000,0.860,xxx,0.000,0.974,1.000,0.000,xxx,xxx,,---,0.0000,0.0004,0.0004,0.0001,xxx,0.0000,0.0000,xxx,xxx,,0.0000,---,0.0020,0.0020,---,xxx,---,0.0356,xxx,xxx,,0.0004,0.0020,---,---,---,xxx,0.0030,0.0002,xxx,xxx,,0.0004,0.0020,---,---,---,xxx,0.0030,0.0002,xxx,xxx,,0.0001,---,---,---,---,---,0.0722,0.0093,xxx,xxx,,xxx,xxx,xxx,xxx,xxx,---,xxx,xxx,xxx,xxx,,0.0000,---,0.0030,0.0030,0.0722,xxx,---,---,xxx,xxx,,0.0000,0.0356,0.0002,0.0002,0.0093,xxx,---,---,xxx,xxx,,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,,51
47,xxx,car,0.973,0.973,47.000,0.699,0.981,0.000,0.340,0.630,0.340,0.520,0.840,0.000,0.810,0.900,0.000,1.000,1.000,0.000,xxx,xxx,,---,---,0.0000,0.0000,0.0004,0.0535,---,---,xxx,xxx,,---,---,0.0000,0.0000,0.0004,0.0535,---,---,xxx,xxx,,0.0000,0.0000,---,0.0000,0.0000,0.0000,0.0000,0.0000,xxx,xxx,,0.0000,0.0000,0.0000,---,0.0354,0.0012,0.0000,0.0000,xxx,xxx,,0.0004,0.0004,0.0000,0.0354,---,---,0.0052,0.0022,xxx,xxx,,0.0535,0.0535,0.0000,0.0012,---,---,0.0481,0.0297,xxx,xxx,,---,---,0.0000,0.0000,0.0052,0.0481,---,---,xxx,xxx,,---,---,0.0000,0.0000,0.0022,0.0297,---,---,xxx,xxx,,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,,52
