Photograph,Category,Category_Code,Gender,Valence_ratings,Arousal_ratings,RT_free,RT_250ms,RT_100ms,RT_33ms,Mean_RT,Resp_Unpl_free,Resp_Neut_free,Resp_Plea_free,Resp_Unpl_250ms,Resp_Neut_250ms,Resp_Plea_250ms,Resp_Unpl_100ms,Resp_Neut_100ms,Resp_Plea_100ms,Resp_Unpl_33ms,Resp_Neut_33ms,Resp_Plea_33ms
        9419,Loss-Illness,22.00,2.00,2.32,5.24,806.21,844.73,699.45,797.83,787.06,1.000,0.000,0.000,1.000,0.000,0.000,0.958,0.042,0.000,0.917,0.042,0.042
        9421,Loss-Illness,22.00,2.00,1.96,5.22,727.54,795.65,982.61,929.46,858.82,1.000,0.000,0.000,0.917,0.000,0.083,0.833,0.083,0.083,0.958,0.042,0.000
        9423,Human-Attack,33.00,2.00,2.25,5.58,633.17,833.11,626.05,850.26,735.65,1.000,0.000,0.000,0.917,0.083,0.000,0.958,0.042,0.000,1.000,0.000,0.000
        9424,Human-Attack,33.00,2.00,2.48,6.02,824.58,923.62,981.42,926.67,914.07,0.917,0.042,0.042,0.833,0.167,0.000,0.875,0.083,0.042,0.875,0.042,0.083
        9425,Human-Attack,33.00,2.00,2.48,6.08,664.17,767.47,712.83,826.71,742.80,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.958,0.042,0.000
        9426,Human-Attack,33.00,2.00,2.89,5.41,621.25,829.27,747.00,846.54,761.02,0.958,0.042,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.958,0.042,0.000
        9427,Human-Attack,33.00,2.00,2.55,5.56,692.17,757.45,779.26,792.42,755.33,1.000,0.000,0.000,0.917,0.083,0.000,0.875,0.083,0.042,0.917,0.083,0.000
        9428,Human-Attack,33.00,2.00,2.22,5.91,820.96,724.95,764.88,904.87,803.92,1.000,0.000,0.000,1.000,0.000,0.000,0.917,0.083,0.000,0.958,0.042,0.000
        9429,Loss-Illness,22.00,2.00,2.40,5.48,964.22,880.18,941.78,990.13,944.08,1.000,0.000,0.000,0.917,0.083,0.000,0.833,0.167,0.000,0.708,0.167,0.125
        9433,Mutilation,44.00,2.00,1.35,6.71,818.83,860.10,744.82,931.33,838.77,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.875,0.125,0.000
        9435,Accidents,11.00,2.00,1.81,5.09,745.83,668.53,658.91,889.70,740.74,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000
        9440,Mutilation,44.00,2.00,3.16,4.44,700.26,792.39,800.79,736.38,757.46,1.000,0.000,0.000,0.958,0.042,0.000,1.000,0.000,0.000,0.917,0.083,0.000
        9490,Mutilation,44.00,2.00,3.06,5.72,609.83,978.19,702.91,751.88,760.70,1.000,0.000,0.000,0.833,0.167,0.000,0.958,0.000,0.042,0.958,0.042,0.000
        9495,Human-Attack,33.00,2.00,2.72,5.46,581.13,656.89,752.50,690.38,670.23,1.000,0.000,0.000,1.000,0.000,0.000,0.958,0.042,0.000,0.958,0.042,0.000
        9520,Accidents,11.00,2.00,2.79,5.37,961.29,"1,003.73",955.33,972.09,973.11,0.958,0.000,0.042,0.708,0.167,0.125,0.667,0.125,0.208,0.333,0.417,0.250
        9530,.,0.00,2.00,2.26,5.62,773.43,841.67,876.67,"1,116.75",902.13,0.958,0.000,0.042,0.958,0.042,0.000,0.833,0.125,0.042,0.458,0.375,0.167
        9584,.,0.00,2.00,3.29,5.15,921.79,811.87,956.92,998.04,922.16,0.833,0.167,0.000,0.750,0.167,0.083,0.833,0.167,0.000,0.875,0.125,0.000
        9592,.,0.00,2.00,2.88,5.32,906.77,720.86,915.96,983.25,881.71,0.917,0.042,0.042,0.958,0.042,0.000,0.875,0.083,0.042,0.875,0.125,0.000
9635.1,Human-Attack,33.00,2.00,1.43,6.76,571.83,702.58,688.39,709.21,668.00,1.000,0.000,0.000,1.000,0.000,0.000,0.917,0.083,0.000,1.000,0.000,0.000
        9900,Accidents,11.00,2.00,2.25,5.95,663.13,722.76,655.46,768.96,702.58,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.958,0.042,0.000
        9903,Accidents,11.00,2.00,2.08,5.61,573.32,792.39,731.38,709.08,701.54,1.000,0.000,0.000,1.000,0.000,0.000,0.917,0.042,0.042,1.000,0.000,0.000
        9910,Accidents,11.00,2.00,1.80,6.38,568.42,914.70,631.71,823.71,734.64,1.000,0.000,0.000,0.958,0.042,0.000,0.958,0.042,0.000,0.958,0.042,0.000
        9920,Accidents,11.00,2.00,2.37,5.84,621.21,635.42,791.00,764.08,702.93,0.875,0.125,0.000,1.000,0.000,0.000,0.958,0.042,0.000,0.958,0.042,0.000
        9921,Accidents,11.00,2.00,1.58,6.87,594.50,750.10,704.67,813.48,715.69,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.958,0.042,0.000
        9925,Accidents,11.00,2.00,2.66,5.45,798.88,710.85,655.78,840.17,751.42,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000
        9926,Accidents,11.00,2.00,3.56,4.65,"1,130.41","1,007.17","1,075.04","1,266.29","1,119.73",0.875,0.042,0.083,0.750,0.125,0.125,0.625,0.208,0.167,0.375,0.333,0.292
        1340,Adventure,1.00,1.00,6.31,3.89,911.36,960.58,"1,045.64",907.00,956.15,0.000,0.182,0.818,0.000,0.083,0.917,0.071,0.071,0.857,0.000,0.182,0.818
        2000,.,0.00,1.00,5.93,2.92,720.91,859.30,787.86,814.90,795.74,0.091,0.455,0.455,0.000,0.417,0.583,0.071,0.429,0.500,0.000,0.364,0.636
        2020,.,0.00,1.00,5.40,3.28,925.14,627.11,847.55,915.08,828.72,0.071,0.286,0.643,0.000,0.182,0.818,0.000,0.364,0.636,0.083,0.417,0.500
        2025,.,0.00,1.00,6.17,5.09,"1,041.42","1,025.00",989.91,"1,043.40","1,024.93",0.000,0.667,0.333,0.143,0.571,0.286,0.364,0.636,0.000,0.364,0.455,0.182
        2030,.,0.00,1.00,7.51,6.24,747.93,825.80,899.00,877.92,837.66,0.000,0.071,0.929,0.000,0.182,0.818,0.000,0.000,1.000,0.000,0.250,0.750
        2037,.,0.00,1.00,6.45,4.18,"1,094.42","1,010.14","1,374.70","1,111.89","1,147.79",0.000,0.583,0.417,0.000,0.500,0.500,0.000,0.727,0.273,0.364,0.364,0.273
        2040,Families-Babies,3.00,1.00,7.63,4.33,727.55,663.22,689.31,856.18,734.07,0.091,0.000,0.909,0.000,0.083,0.917,0.071,0.000,0.929,0.000,0.000,1.000
        2057,Families-Babies,3.00,1.00,7.16,4.32,839.18,692.88,674.14,984.36,797.64,0.000,0.091,0.909,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.091,0.909
        2058,Families-Babies,3.00,1.00,7.34,4.47,612.91,732.17,719.91,767.93,708.23,0.000,0.091,0.909,0.000,0.091,0.909,0.000,0.083,0.917,0.000,0.071,0.929
        2070,Families-Babies,3.00,1.00,7.69,4.02,540.29,715.60,855.55,765.58,719.26,0.000,0.071,0.929,0.000,0.000,1.000,0.000,0.091,0.909,0.000,0.083,0.917
        2080,Families-Babies,3.00,1.00,7.56,4.35,648.86,861.60,781.09,798.92,772.62,0.000,0.143,0.857,0.000,0.091,0.909,0.000,0.000,1.000,0.000,0.167,0.833
        2091,Families-Babies,3.00,1.00,6.99,4.20,834.18,717.89,840.17,779.71,792.99,0.000,0.000,1.000,0.000,0.091,0.909,0.000,0.083,0.917,0.000,0.000,1.000
        2092,.,0.00,1.00,5.76,3.86,992.23,977.56,855.73,"1,021.92",961.86,0.071,0.214,0.714,0.091,0.091,0.818,0.000,0.091,0.909,0.083,0.167,0.750
        2100,.,0.00,1.00,4.30,3.77,808.00,877.45,"1,150.79","1,110.18",986.61,0.273,0.636,0.091,0.583,0.417,0.000,0.571,0.429,0.000,0.636,0.364,0.000
        2102,.,0.00,1.00,5.19,3.12,686.64,879.09,827.08,"1,027.30",855.03,0.091,0.636,0.273,0.000,1.000,0.000,0.071,0.786,0.143,0.000,0.909,0.091
        2104,.,0.00,1.00,4.42,2.92,746.50,885.91,898.36,"1,086.40",904.29,0.091,0.909,0.000,0.167,0.833,0.000,0.214,0.714,0.071,0.182,0.727,0.091
        2110,.,0.00,1.00,3.98,4.03,805.70,"1,008.20",842.50,984.00,910.10,0.636,0.364,0.000,0.455,0.455,0.091,0.417,0.500,0.083,0.429,0.500,0.071
        2120,.,0.00,1.00,3.65,4.93,815.77,830.73,852.50,852.92,837.98,0.857,0.143,0.000,1.000,0.000,0.000,0.636,0.273,0.091,0.750,0.250,0.000
        2141,Loss-Illness,22.00,1.00,2.72,4.40,989.10,919.00,939.43,"1,007.45",963.75,1.000,0.000,0.000,0.750,0.250,0.000,0.500,0.214,0.286,0.636,0.182,0.182
        2150,Families-Babies,3.00,1.00,7.46,4.66,641.00,784.75,689.33,699.00,703.52,0.000,0.000,1.000,0.091,0.000,0.909,0.000,0.083,0.917,0.000,0.000,1.000
        2152,Families-Babies,3.00,1.00,6.86,5.22,829.91,752.57,699.73,693.38,743.90,0.000,0.000,1.000,0.091,0.000,0.909,0.000,0.000,1.000,0.000,0.000,1.000
        2160,Families-Babies,3.00,1.00,6.87,5.31,732.58,812.10,824.30,953.90,830.72,0.000,0.083,0.917,0.000,0.071,0.929,0.091,0.000,0.909,0.000,0.091,0.909
        2165,Families-Babies,3.00,1.00,6.74,3.89,567.69,651.00,628.82,745.67,648.30,0.000,0.071,0.929,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000
        2170,Families-Babies,3.00,1.00,7.35,3.90,757.27,704.36,791.43,848.78,775.46,0.000,0.000,1.000,0.000,0.000,1.000,0.071,0.000,0.929,0.000,0.091,0.909
        2190,.,0.00,1.00,4.73,2.27,757.08,734.50,814.73,861.40,791.93,0.000,1.000,0.000,0.071,0.786,0.143,0.091,0.909,0.000,0.000,0.727,0.273
        2191,.,0.00,1.00,5.49,3.63,"1,071.07",882.73,825.00,"1,021.33",950.03,0.071,0.571,0.357,0.000,0.636,0.364,0.091,0.545,0.364,0.000,0.750,0.250
        2200,.,0.00,1.00,4.64,2.33,671.17,809.00,811.00,936.20,806.84,0.083,0.917,0.000,0.071,0.714,0.214,0.000,0.909,0.091,0.091,0.636,0.273
        2205,Loss-Illness,22.00,1.00,2.24,4.41,"1,412.89",969.50,"1,090.67",981.00,"1,113.52",0.909,0.091,0.000,0.545,0.455,0.000,0.667,0.250,0.083,0.429,0.500,0.071
        2208,Erotic-Romance,2.00,1.00,7.02,4.94,723.55,841.10,871.93,"1,003.18",859.94,0.182,0.000,0.818,0.000,0.083,0.917,0.071,0.000,0.929,0.182,0.182,0.636
        2210,.,0.00,1.00,4.41,2.72,909.31,950.00,862.18,916.33,909.46,0.071,0.786,0.143,0.000,1.000,0.000,0.182,0.727,0.091,0.083,0.917,0.000
        2215,.,0.00,1.00,4.79,3.30,853.36,749.50,870.21,"1,070.82",885.97,0.000,0.727,0.273,0.000,1.000,0.000,0.071,0.857,0.071,0.000,0.909,0.091
        2220,.,0.00,1.00,5.21,5.04,977.92,"1,063.36","1,009.27","1,151.75","1,050.58",0.429,0.500,0.071,0.273,0.727,0.000,0.364,0.455,0.182,0.333,0.667,0.000
        2221,.,0.00,1.00,4.47,3.11,"1,113.27",904.10,"1,036.91",874.21,982.12,0.091,0.909,0.000,0.000,0.818,0.182,0.000,1.000,0.000,0.071,0.714,0.214
        2222,Families-Babies,3.00,1.00,6.55,3.72,834.40,871.83,958.92,"1,209.67",968.71,0.091,0.636,0.273,0.000,0.500,0.500,0.071,0.286,0.643,0.000,0.545,0.455
        2235,.,0.00,1.00,5.47,3.34,805.64,997.40,955.86,"1,145.91",976.20,0.091,0.727,0.182,0.000,0.833,0.167,0.071,0.714,0.214,0.000,1.000,0.000
        2240,Families-Babies,3.00,1.00,5.91,3.24,"1,121.33",817.42,931.55,867.55,934.46,0.000,0.417,0.583,0.143,0.214,0.643,0.000,0.455,0.545,0.000,0.182,0.818
        2250,Families-Babies,3.00,1.00,5.80,3.95,784.55,897.55,"1,027.62",929.20,909.73,0.182,0.455,0.364,0.083,0.667,0.250,0.071,0.429,0.500,0.091,0.636,0.273
        2260,Families-Babies,3.00,1.00,7.63,3.64,739.50,731.91,746.45,822.70,760.14,0.000,0.250,0.750,0.000,0.071,0.929,0.000,0.182,0.818,0.091,0.182,0.727
        2270,.,0.00,1.00,5.39,3.07,"1,274.73",816.13,922.00,902.21,978.77,0.000,0.636,0.364,0.000,0.636,0.364,0.000,0.583,0.417,0.000,0.571,0.429
        2272,.,0.00,1.00,4.51,3.59,"1,153.91",954.31,"1,350.70","1,161.44","1,155.09",0.333,0.583,0.083,0.286,0.429,0.286,0.000,1.000,0.000,0.273,0.364,0.364
        2278,.,0.00,1.00,3.39,4.39,880.14,"1,182.00","1,000.00",966.50,"1,007.16",1.000,0.000,0.000,0.636,0.273,0.091,0.636,0.182,0.182,0.583,0.250,0.167
        2299,Families-Babies,3.00,1.00,6.75,3.93,931.86,871.91,"1,003.80",994.33,950.48,0.000,0.143,0.857,0.091,0.000,0.909,0.000,0.182,0.818,0.083,0.333,0.583
        2305,.,0.00,1.00,5.71,4.27,855.20,922.88,892.18,994.43,916.17,0.091,0.636,0.273,0.091,0.818,0.091,0.000,0.667,0.333,0.071,0.643,0.286
        2306,.,0.00,1.00,6.69,4.22,834.18,"1,108.67",882.00,895.93,930.20,0.091,0.000,0.909,0.000,0.364,0.636,0.000,0.250,0.750,0.071,0.143,0.786
        2310,Families-Babies,3.00,1.00,6.61,3.89,857.07,866.27,807.45,771.92,825.68,0.143,0.143,0.714,0.000,0.273,0.727,0.091,0.182,0.727,0.000,0.167,0.833
        2311,Families-Babies,3.00,1.00,7.24,4.85,699.00,692.63,653.73,728.82,693.55,0.000,0.083,0.917,0.000,0.071,0.929,0.000,0.000,1.000,0.000,0.091,0.909
        2312,.,0.00,1.00,4.00,3.77,"1,160.33",864.00,"1,073.33","1,058.56","1,039.06",0.583,0.333,0.083,0.571,0.286,0.143,0.364,0.182,0.455,0.182,0.364,0.455
        2332,Families-Babies,3.00,1.00,7.18,4.20,772.08,914.69,969.91,"1,088.30",936.25,0.000,0.083,0.917,0.000,0.143,0.857,0.000,0.000,1.000,0.364,0.273,0.364
        2339,Families-Babies,3.00,1.00,6.62,4.33,974.50,"1,026.22",898.08,941.31,960.03,0.000,0.455,0.545,0.000,0.182,0.818,0.000,0.417,0.583,0.000,0.214,0.786
        2340,Families-Babies,3.00,1.00,7.65,5.35,752.45,866.40,825.71,846.27,822.71,0.182,0.091,0.727,0.000,0.083,0.917,0.071,0.214,0.714,0.000,0.091,0.909
        2341,Families-Babies,3.00,1.00,6.78,3.59,827.42,873.44,992.18,804.18,874.31,0.000,0.083,0.917,0.071,0.214,0.714,0.000,0.182,0.818,0.000,0.182,0.818
        2345,Adventure,1.00,1.00,6.91,4.60,830.14,808.33,807.00,932.73,844.55,0.000,0.143,0.857,0.000,0.000,1.000,0.000,0.182,0.818,0.000,0.167,0.833
        2346,Adventure,1.00,1.00,7.09,5.41,"1,113.00",911.00,982.91,"1,065.64","1,018.14",0.083,0.583,0.333,0.214,0.143,0.643,0.091,0.273,0.636,0.091,0.182,0.727
        2352,.,0.00,1.00,6.50,4.85,669.73,783.63,782.77,879.91,779.01,0.091,0.091,0.818,0.000,0.000,1.000,0.000,0.071,0.929,0.000,0.000,1.000
        2357,.,0.00,1.00,5.33,3.06,772.56,"1,035.45",991.71,"1,104.45",976.04,0.364,0.364,0.273,0.250,0.667,0.083,0.214,0.500,0.286,0.000,0.818,0.182
        2358,Families-Babies,3.00,1.00,6.26,3.82,816.45,869.45,981.71,889.55,889.29,0.091,0.273,0.636,0.000,0.417,0.583,0.000,0.429,0.571,0.000,0.364,0.636
        2360,Families-Babies,3.00,1.00,6.98,3.65,741.09,927.57,952.82,912.71,883.55,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.083,0.917,0.000,0.143,0.857
        2370,.,0.00,1.00,6.71,2.85,892.92,829.00,886.60,951.58,890.03,0.000,0.286,0.714,0.000,0.455,0.545,0.000,0.182,0.818,0.000,0.500,0.500
        2372,.,0.00,1.00,5.35,3.39,832.09,811.09,876.21,"1,064.73",896.03,0.000,1.000,0.000,0.083,0.917,0.000,0.000,0.857,0.143,0.000,0.818,0.182
        2373,Adventure,1.00,1.00,6.80,4.92,"1,051.50",886.91,957.08,975.29,967.70,0.000,0.273,0.727,0.091,0.182,0.727,0.000,0.250,0.750,0.071,0.286,0.643
        2383,.,0.00,1.00,4.62,3.49,839.92,766.79,"1,022.73",989.20,904.66,0.083,0.833,0.083,0.000,0.929,0.071,0.091,0.909,0.000,0.182,0.545,0.273
        2387,Families-Babies,3.00,1.00,6.52,3.84,763.90,995.50,828.86,873.18,865.36,0.000,0.182,0.818,0.000,0.417,0.583,0.000,0.143,0.857,0.000,0.182,0.818
        2388,Families-Babies,3.00,1.00,6.73,3.81,"1,223.11",798.71,926.45,"1,081.79","1,007.52",0.000,0.455,0.545,0.000,0.364,0.636,0.083,0.333,0.583,0.071,0.429,0.500
        2389,.,0.00,1.00,6.38,5.26,"1,282.64",926.09,963.00,980.17,"1,037.98",0.286,0.643,0.071,0.000,0.636,0.364,0.091,0.364,0.545,0.250,0.583,0.167
        2391,Adventure,1.00,1.00,7.33,5.50,954.00,934.93,953.80,"1,067.18",977.48,0.000,0.250,0.750,0.000,0.143,0.857,0.091,0.182,0.727,0.091,0.182,0.727
        2393,.,0.00,1.00,4.82,2.90,"1,128.36",951.08,"1,216.00",854.36,"1,037.45",0.083,0.917,0.000,0.071,0.786,0.143,0.091,0.909,0.000,0.273,0.364,0.364
        2394,.,0.00,1.00,5.26,3.85,"1,043.45",973.50,"1,117.07","1,041.90","1,043.98",0.091,0.636,0.273,0.250,0.583,0.167,0.000,0.786,0.214,0.000,0.818,0.182
        2395,.,0.00,1.00,6.62,3.88,860.42,818.57,733.55,811.10,805.91,0.000,0.083,0.917,0.071,0.143,0.786,0.000,0.091,0.909,0.091,0.091,0.818
        2396,.,0.00,1.00,4.98,3.38,"1,289.18",903.45,928.58,"1,053.77","1,043.75",0.000,0.909,0.091,0.182,0.636,0.182,0.083,0.750,0.167,0.000,0.857,0.143
        2397,.,0.00,1.00,5.06,3.12,"1,052.15","1,003.18","1,041.73",984.42,"1,020.37",0.071,0.643,0.286,0.091,0.818,0.091,0.091,0.727,0.182,0.000,0.917,0.083
        2398,Adventure,1.00,1.00,7.52,5.00,"1,146.55",952.20,917.92,930.79,986.87,0.000,0.364,0.636,0.182,0.182,0.636,0.000,0.333,0.667,0.000,0.357,0.643
        2399,.,0.00,1.00,3.90,3.72,850.92,822.29,"1,061.00",911.73,911.49,1.000,0.000,0.000,0.714,0.286,0.000,0.727,0.273,0.000,0.545,0.000,0.455
        2410,.,0.00,1.00,4.72,3.83,"1,417.50","1,115.60","1,065.36","1,336.75","1,233.80",0.357,0.429,0.214,0.273,0.545,0.182,0.182,0.364,0.455,0.167,0.833,0.000
        2435,.,0.00,1.00,5.70,4.03,"1,188.00",869.23,964.00,940.82,990.51,0.083,0.667,0.250,0.214,0.357,0.429,0.091,0.636,0.273,0.000,0.545,0.455
        2442,Families-Babies,3.00,1.00,5.78,3.87,928.50,"1,010.00","1,134.43","1,299.30","1,093.06",0.182,0.273,0.545,0.000,0.333,0.667,0.143,0.143,0.714,0.091,0.636,0.273
        2455,Loss-Illness,22.00,1.00,3.32,4.26,"1,106.10",960.25,959.80,"1,100.71","1,031.72",0.909,0.091,0.000,0.545,0.091,0.364,0.083,0.667,0.250,0.357,0.429,0.214
        2480,.,0.00,1.00,4.76,2.80,"1,088.43","1,168.70",941.82,978.75,"1,044.43",0.071,0.571,0.357,0.091,0.636,0.273,0.000,0.636,0.364,0.083,0.667,0.250
        2490,.,0.00,1.00,3.96,3.83,871.80,892.57,"1,334.82",973.33,"1,018.13",0.583,0.417,0.000,0.429,0.500,0.071,0.273,0.636,0.091,0.091,0.545,0.364
        2491,.,0.00,1.00,4.33,3.48,"1,186.62","1,031.27","1,069.45","1,071.00","1,089.59",0.857,0.071,0.071,0.364,0.545,0.091,0.273,0.636,0.091,0.500,0.500,0.000
        2493,.,0.00,1.00,4.52,3.13,927.29,761.50,861.55,838.58,847.23,0.000,0.929,0.071,0.000,1.000,0.000,0.091,0.727,0.182,0.000,0.917,0.083
        2500,.,0.00,1.00,5.83,3.66,768.33,881.08,844.45,960.09,863.49,0.000,0.917,0.083,0.000,0.500,0.500,0.091,0.727,0.182,0.000,0.727,0.273
        2501,Adventure,1.00,1.00,6.33,2.67,644.36,850.73,783.07,"1,002.30",820.12,0.000,0.182,0.818,0.000,0.167,0.833,0.000,0.143,0.857,0.000,0.000,1.000
        2506,.,0.00,1.00,5.80,4.14,815.50,791.82,965.11,928.42,875.21,0.071,0.429,0.500,0.000,0.545,0.455,0.091,0.364,0.545,0.000,0.667,0.333
        2512,.,0.00,1.00,4.96,3.63,833.60,836.40,835.00,896.86,850.47,0.000,0.909,0.091,0.000,0.818,0.182,0.000,1.000,0.000,0.071,0.786,0.143
        2513,.,0.00,1.00,6.65,3.41,965.46,936.40,983.45,980.67,966.50,0.214,0.429,0.357,0.000,0.636,0.364,0.091,0.455,0.455,0.000,0.833,0.167
        2515,.,0.00,1.00,5.70,3.62,"1,112.22","1,057.00","1,023.17","1,168.64","1,090.26",0.091,0.364,0.545,0.000,0.364,0.636,0.000,0.417,0.583,0.071,0.286,0.643
        2520,.,0.00,1.00,4.12,4.19,859.58,"1,011.54","1,155.30","1,047.36","1,018.45",0.417,0.583,0.000,0.500,0.357,0.143,0.364,0.636,0.000,0.273,0.636,0.091
        2530,Adventure,1.00,1.00,7.25,4.23,749.55,833.50,963.50,857.21,850.94,0.000,0.000,1.000,0.091,0.000,0.909,0.000,0.167,0.833,0.071,0.143,0.786
        2540,Families-Babies,3.00,1.00,7.23,4.23,673.18,931.11,686.57,875.27,791.53,0.091,0.000,0.909,0.000,0.083,0.917,0.000,0.000,1.000,0.000,0.091,0.909
        2550,Families-Babies,3.00,1.00,7.37,4.15,789.71,721.90,757.55,840.92,777.52,0.000,0.071,0.929,0.000,0.091,0.909,0.000,0.000,1.000,0.000,0.333,0.667
        2560,.,0.00,1.00,6.02,3.42,974.00,819.82,"1,074.86","1,104.36",993.26,0.000,0.364,0.636,0.000,0.583,0.417,0.214,0.429,0.357,0.182,0.455,0.364
        2575,.,0.00,1.00,5.69,4.04,"1,071.00",933.50,"1,070.43","1,193.45","1,067.10",0.091,0.636,0.273,0.083,0.833,0.083,0.071,0.786,0.143,0.000,1.000,0.000
        2579,.,0.00,1.00,5.70,3.91,841.18,919.33,990.21,"1,100.36",962.77,0.000,0.636,0.364,0.083,0.833,0.083,0.071,0.714,0.214,0.182,0.727,0.091
        2590,Loss-Illness,22.00,1.00,3.04,4.00,"1,097.20","1,103.55",888.55,975.83,"1,016.28",0.643,0.214,0.143,0.091,0.727,0.182,0.000,0.455,0.545,0.083,0.583,0.333
        2593,.,0.00,1.00,5.88,3.62,871.08,"1,060.36",931.09,943.75,951.57,0.000,0.714,0.286,0.000,0.818,0.182,0.182,0.364,0.455,0.167,0.667,0.167
        2594,.,0.00,1.00,6.04,3.96,985.40,799.40,802.08,"1,188.36",943.81,0.000,0.909,0.091,0.000,0.818,0.182,0.000,1.000,0.000,0.071,0.714,0.214
        2595,.,0.00,1.00,4.79,3.80,"1,244.10","1,118.22","1,009.08",902.14,"1,068.39",0.273,0.636,0.091,0.091,0.636,0.273,0.333,0.500,0.167,0.071,0.500,0.429
        2597,.,0.00,1.00,5.76,4.43,"1,117.92","1,222.64","1,209.82","1,144.45","1,173.71",0.250,0.750,0.000,0.214,0.500,0.286,0.182,0.545,0.273,0.182,0.636,0.182
        2598,.,0.00,1.00,6.75,3.76,806.82,927.64,"1,073.79","1,201.36","1,002.40",0.000,0.273,0.727,0.000,0.583,0.417,0.214,0.286,0.500,0.000,0.636,0.364
        2620,.,0.00,1.00,5.73,3.04,"1,047.42",938.27,882.60,"1,006.83",968.78,0.071,0.429,0.500,0.091,0.727,0.182,0.091,0.636,0.273,0.333,0.583,0.083
        2635,.,0.00,1.00,5.25,4.45,"1,104.36","1,009.00","1,151.30","1,027.80","1,073.12",0.083,0.833,0.083,0.071,0.714,0.214,0.182,0.636,0.182,0.091,0.545,0.364
        2650,Families-Babies,3.00,1.00,6.82,4.25,860.15,906.70,812.18,919.00,874.51,0.000,0.357,0.643,0.000,0.364,0.636,0.000,0.182,0.818,0.000,0.333,0.667
        2655,Families-Babies,3.00,1.00,6.62,4.15,866.09,795.00,829.25,827.43,829.44,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.167,0.833,0.071,0.071,0.857
        2660,Families-Babies,3.00,1.00,7.28,4.09,865.91,748.88,873.17,771.50,814.87,0.000,0.000,1.000,0.000,0.182,0.818,0.000,0.333,0.667,0.000,0.000,1.000
        2661,Loss-Illness,22.00,1.00,3.22,5.18,924.80,"1,017.82","1,003.50","1,239.18","1,046.33",0.500,0.071,0.429,0.273,0.000,0.727,0.545,0.000,0.455,0.500,0.083,0.417
        2683,Human-Attack,33.00,1.00,3.32,5.99,631.64,750.44,724.15,687.73,698.49,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000
        2691,Human-Attack,33.00,1.00,3.90,5.65,642.09,788.38,711.42,883.36,756.31,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.857,0.071,0.071
        2692,Human-Attack,33.00,1.00,4.02,5.11,980.43,900.50,826.50,"1,114.42",955.46,0.929,0.071,0.000,0.909,0.091,0.000,0.818,0.091,0.091,0.667,0.250,0.083
        2694,Human-Attack,33.00,1.00,4.18,4.93,748.73,682.20,765.79,810.09,751.70,0.909,0.091,0.000,1.000,0.000,0.000,0.929,0.000,0.071,1.000,0.000,0.000
        2695,.,0.00,1.00,4.49,4.26,748.50,942.77,844.73,777.00,828.25,1.000,0.000,0.000,0.857,0.071,0.071,1.000,0.000,0.000,0.818,0.182,0.000
        2700,Loss-Illness,22.00,1.00,3.33,4.52,"1,094.08",883.50,"1,236.27",936.30,"1,037.54",0.750,0.250,0.000,0.786,0.214,0.000,0.364,0.455,0.182,0.364,0.273,0.364
        2703,Loss-Illness,22.00,1.00,2.33,5.73,646.27,673.30,764.36,750.64,708.64,0.909,0.091,0.000,1.000,0.000,0.000,0.929,0.071,0.000,0.909,0.091,0.000
        2710,Loss-Illness,22.00,1.00,3.04,5.29,854.18,790.75,951.64,"1,055.80",913.09,0.818,0.091,0.091,0.833,0.167,0.000,0.643,0.286,0.071,0.273,0.636,0.091
        2715,.,0.00,1.00,3.60,3.99,992.50,857.92,"1,026.43","1,019.91",974.19,0.273,0.636,0.091,0.917,0.083,0.000,0.786,0.143,0.071,0.727,0.182,0.091
        2716,Loss-Illness,22.00,1.00,3.48,5.21,923.00,"1,098.36",985.50,"1,109.00","1,028.97",0.929,0.000,0.071,0.727,0.182,0.091,0.636,0.182,0.182,0.750,0.250,0.000
        2717,Loss-Illness,22.00,1.00,2.83,5.56,825.73,688.50,779.92,863.86,789.50,1.000,0.000,0.000,0.818,0.182,0.000,0.917,0.083,0.000,0.929,0.071,0.000
        2718,Loss-Illness,22.00,1.00,4.00,4.04,"1,178.42",842.42,"1,212.00",957.70,"1,047.64",0.917,0.083,0.000,0.714,0.214,0.071,0.545,0.455,0.000,0.636,0.364,0.000
        2722,Loss-Illness,22.00,1.00,4.20,3.17,650.30,772.18,927.36,977.10,831.74,0.818,0.182,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.818,0.182,0.000
