word	word_en	length	freq	freq_cl	val_yf	val_ym	val_of	val_om	val_y	val_o	val_t	aro_yf	aro_ym	aro_of	aro_om	aro_y	aro_o	aro_t	con_yf	con_ym	con_of	con_om	con_y	con_o	con_t	img_yf	img_ym	img_of	img_om	img_y	img_o	img_t	ego_yf	ego_ym	ego_of	ego_om	ego_y	ego_o	ego_t	age_yf	age_ym	age_of	age_om	age_y	age_o	age_t	val_self	val_other	selfother	selfother_sd	selfother_cl	val_age_p	val_age_e	val_age_s	val_sex_p	val_sex_e	val_sex_s	val_axs_p	val_axs_e	val_axs_s	aro_age_p	aro_age_e	aro_age_s	aro_sex_p	aro_sex_e	aro_sex_s	aro_axs_p	aro_axs_e	aro_axs_s	con_age_p	con_age_e	con_age_s	con_sex_p	con_sex_e	con_sex_s	con_axs_p	con_axs_e	con_axs_s	img_age_p	img_age_e	img_age_s	img_sex_p	img_sex_e	img_sex_s	img_axs_p	img_axs_e	img_axs_s	ego_age_p	ego_age_e	ego_age_s	ego_sex_p	ego_sex_e	ego_sex_s	ego_axs_p	ego_axs_e	ego_axs_s	age_age_p	age_age_e	age_age_s	age_sex_p	age_sex_e	age_sex_s	age_axs_p	age_axs_e	age_axs_s
gelangweilt	bored	11	3.126	13	2.25	2.75	2.75	2.333	2.5	2.542	2.521	2.75	3	2.667	2.333	2.87	2.5	2.681	2.917	2.5	2.917	2.917	2.708	2.917	2.813	4.167	5.917	3.667	3.917	5.042	3.792	4.417	2.583	2.833	2.083	2.917	2.708	2.5	2.604	3	2	1.917	2.583	2.5	2.25	2.375	1.813	1.938	1.75	.441	2	.89	0	0	.89	0	0	.133	.05	0	.403	.016	0	.926	0	0	.515	.01	0	.532	.009	0	.532	.009	0	.532	.009	0	.011	.137	1	.04	.092	1	.12	.054	0	.632	.005	0	.216	.035	0	.503	.01	0	.429	.014	0	.597	.006	0	.011	.139	1
gelassen	at ease	8	42.879	9	6	6	5.917	5.333	6	5.625	5.813	1.5	1.667	1.75	2.333	1.583	2.042	1.813	4.75	4.667	4.083	3.417	4.708	3.75	4.229	3.25	4	4.818	2.636	3.625	3.727	3.674	4.417	5.25	5.333	5.333	4.833	5.333	5.083	3.25	3.667	3.636	3.917	3.458	3.783	3.617	6.063	5.625	1.917	0	2	.199	.037	0	.316	.023	0	.316	.023	0	.138	.049	0	.223	.034	0	.496	.011	0	.055	.081	0	.445	.013	0	.552	.008	0	.844	.001	0	.173	.044	0	.007	.161	1	.14	.049	0	.217	.034	0	.217	.034	0	.243	.032	0	.201	.038	0	.801	.001	0
gemuetlich	comfortable	9	6.503	12	5.917	6.083	5.833	5.5	6	5.667	5.833	1.25	1.5	1.5	1.5	1.375	1.5	1.438	3.917	4.083	3.917	3.667	4	3.792	3.896	5.667	5.667	5	5.25	5.667	5.125	5.396	5	4.917	5.25	5.083	4.958	5.167	5.063	4.25	3.917	4.5	3.75	4.083	4.125	4.104	5.688	5.625	1.625	.441	2	.246	.03	0	.77	.002	0	.383	.017	0	.536	.009	0	.536	.009	0	.536	.009	0	.687	.004	0	.936	0	0	.687	.004	0	.175	.041	0	.752	.002	0	.752	.002	0	.62	.006	0	.766	.002	0	.921	0	0	.847	.001	0	.015	.126	1	.338	.021	0
genuegsam	modest	8	.519	16	4.083	4.167	4.417	4.167	4.125	4.292	4.208	2.833	3	3.083	3	2.917	3.042	2.979	4.083	4.667	4.333	3.917	4.375	4.125	4.25	2.583	3.333	4.75	3.25	2.958	4	3.479	4	4.667	5.917	5	4.333	5.458	4.896	4.083	3.833	3.917	3.917	3.958	3.917	3.938	4.813	5.313	1.542	.486	2	.669	.004	0	.831	.001	0	.669	.004	0	.676	.004	0	.889	0	0	.676	.004	0	.595	.006	0	.859	.001	0	.29	.025	0	.049	.085	1	.47	.012	0	.034	.098	1	.019	.118	1	.789	.002	0	.095	.062	0	.824	.001	0	.507	.01	0	.507	.01	0
gerecht	just	7	22.117	10	6.167	6	6.583	6.583	6.083	6.583	6.333	2.75	2.75	2.333	3.583	2.75	2.958	2.854	5.417	5.5	5.417	5.917	5.458	5.667	5.563	4.333	4.583	3.583	2.417	4.458	3	3.729	6.167	5.25	6.083	5.667	5.708	5.875	5.792	3.167	3.417	3.333	3.333	3.292	3.333	3.313	6.188	6.438	1.208	.441	1	.034	.098	1	.717	.003	0	.717	.003	0	.617	.006	0	.137	.049	0	.137	.049	0	.552	.008	0	.406	.016	0	.552	.008	0	.015	.128	1	.428	.014	0	.223	.034	0	.555	.008	0	.022	.114	1	.377	.018	0	.799	.001	0	.445	.013	0	.445	.013	0
gereizt	irritated	7	5.102	12	1.583	1.5	1.833	1.75	1.542	1.792	1.667	6.333	6.5	6.167	5.917	6.417	6.042	6.229	3	2.667	3.083	3	2.833	3.042	2.938	4.083	4.5	5.583	5.333	4.292	5.458	4.875	2.833	2.667	2.364	2.75	2.75	2.565	2.66	2.917	2.833	3.5	3.167	2.875	3.333	3.104	1.875	2.063	1.333	.486	1	.225	.033	0	.684	.004	0	1	0	0	.112	.056	0	.858	.001	0	.373	.018	0	.64	.005	0	.64	.005	0	.779	.002	0	.027	.106	1	.871	.001	0	.517	.01	0	.659	.005	0	.801	.001	0	.528	.009	0	.066	.075	0	.396	.016	0	.61	.006	0
geschickt	skilful	9	42.038	9	5.75	5.583	5.917	6.5	5.667	6.208	5.938	3.167	3.5	3	3.25	3.333	3.125	3.229	5.75	5.5	4.667	5.25	5.625	4.958	5.292	4	3.917	4.75	4.25	3.957	4.5	4.234	5.25	4.667	6.167	4.333	4.958	5.25	5.104	2.417	2.25	2.75	2.455	2.333	2.609	2.468	5.813	5.25	2	0	2	.083	.067	0	.498	.01	0	.225	.033	0	.573	.007	0	.43	.014	0	.91	0	0	.055	.081	0	.624	.006	0	.224	.033	0	.272	.028	0	.552	.008	0	.671	.004	0	.438	.014	0	.002	.193	1	.1	.06	0	.226	.034	0	.297	.025	0	.77	.002	0
geschwaetzig	gossipy	11	.422	16	3.583	3.583	1.667	1.917	3.583	1.792	2.688	3.167	4.167	4.833	4	3.667	4.435	4.043	3.417	3.833	4.167	2.583	3.625	3.375	3.5	4.5	5.333	5.167	5.333	4.917	5.25	5.083	4.5	4.167	2.5	2.167	4.333	2.333	3.333	3.583	3.333	3.167	3.25	3.458	3.208	3.333	3.688	3.438	1	0	1	0	.385	1	.716	.003	0	.716	.003	0	.124	.054	0	.862	.001	0	.062	.079	0	.578	.007	0	.198	.037	0	.03	.102	1	.469	.012	0	.279	.027	0	.469	.012	0	0	.287	1	.487	.011	0	1	0	0	.366	.019	0	.762	.002	0	.545	.008	0
gesellig	sociable	8	.494	16	5.417	5.917	5.833	5.25	5.667	5.542	5.604	2.583	2.083	2.75	3.083	2.333	2.917	2.625	4.917	4.833	5.083	4.833	4.875	4.958	4.917	5.333	5.583	5.5	5.75	5.458	5.625	5.542	5.75	5.25	5.667	4.75	5.5	5.208	5.354	2.25	2.833	2.75	3.083	2.542	2.917	2.729	6.125	6	1.083	.333	1	.642	.005	0	.877	.001	0	.049	.085	1	.124	.053	0	.824	.001	0	.269	.028	0	.828	.001	0	.665	.004	0	.828	.001	0	.731	.003	0	.607	.006	0	1	0	0	.517	.01	0	.12	.054	0	.643	.005	0	.268	.028	0	.178	.041	0	.71	.003	0
gespraechig	talkative	10	.587	15	5.333	5.083	5.167	4.667	5.208	4.917	5.063	2.917	2.667	3.75	3.667	2.792	3.708	3.25	5	4.167	5	4.333	4.583	4.667	4.625	4.667	4.417	5.25	4.5	4.542	4.875	4.708	5.417	5.25	5.417	4.75	5.333	5.083	5.208	3.167	3.417	2.333	3.25	3.292	2.792	3.042	5.313	5.625	1.083	.333	1	.357	.019	0	.238	.031	0	.692	.004	0	.034	.098	1	.692	.004	0	.843	.001	0	.809	.001	0	.034	.098	1	.809	.001	0	.551	.008	0	.373	.018	0	.655	.005	0	.503	.01	0	.266	.028	0	.503	.01	0	.067	.074	0	.034	.098	1	.218	.034	0
gesund	healthy	6	15.579	11	6.917	6.083	6.75	6.333	6.5	6.542	6.521	2.167	2	2.167	3	2.083	2.583	2.333	5.5	5.917	4.083	4.5	5.708	4.292	5	6	4.917	4.667	5.25	5.458	4.958	5.208	5.917	5.917	4.917	4.5	5.917	4.708	5.313	1.5	1.667	1.917	2.167	1.583	2.042	1.813	6.875	6	2	0	2	.848	.001	0	.006	.159	1	.341	.021	0	.192	.038	0	.382	.017	0	.192	.038	0	.018	.12	1	.474	.012	0	1	0	0	.386	.017	0	.663	.004	0	.151	.046	0	.01	.14	1	.647	.005	0	.647	.005	0	.054	.082	0	.373	.018	0	.858	.001	0
gewissenhaft	conscientious	12	1.924	14	5.333	4.833	6.5	6.25	5.083	6.375	5.729	4.583	4.75	3.667	4.333	4.667	4	4.333	5.583	5.583	5.5	6	5.583	5.739	5.66	2.917	2.833	4.167	3.583	2.875	3.875	3.375	6	4.667	6.167	5.833	5.333	6	5.667	3.583	3.833	3.833	4	3.708	3.917	3.813	5.938	5.938	1.75	.5	2	0	.265	1	.254	.029	0	.702	.003	0	.163	.044	0	.38	.018	0	.597	.006	0	.622	.006	0	.46	.013	0	.46	.013	0	.063	.076	0	.528	.009	0	.636	.005	0	.039	.093	1	.011	.138	1	.118	.055	0	.316	.023	0	.316	.023	0	.84	.001	0
gierig	greedy	6	1.732	14	2.167	1.917	1.583	1.583	2.042	1.583	1.813	6.083	6.25	6.083	6.167	6.167	6.125	6.146	2.833	2.909	4.583	3	2.87	3.792	3.34	4.917	6	4.417	5.167	5.458	4.792	5.125	2.583	3.333	1.417	1.583	2.958	1.5	2.229	2.417	2.083	2	2.333	2.25	2.167	2.208	2.25	1.813	1.25	.441	1	.031	.101	1	.547	.008	0	.547	.008	0	.851	.001	0	.574	.007	0	.851	.001	0	.111	.058	0	.19	.04	0	.15	.048	0	.188	.039	0	.073	.071	0	.74	.003	0	0	.248	1	.238	.032	0	.45	.013	0	.688	.004	0	1	0	0	.114	.056	0
gluecklich	happy	9	40.126	9	6.917	6.75	6.917	6.583	6.833	6.75	6.792	2.333	1.667	1.417	2.167	2	1.792	1.896	5.25	4.667	3.667	4.583	4.958	4.125	4.542	6.167	5.583	6.364	5.364	5.875	5.864	5.87	6	5.667	5.25	5.75	5.833	5.5	5.667	2.917	3	2.833	3.25	2.958	3.042	3	6.938	6.688	2	0	2	.598	.006	0	.118	.055	0	.598	.006	0	.627	.005	0	.923	0	0	.104	.059	0	.08	.068	0	.722	.003	0	.114	.056	0	.981	0	0	.098	.064	0	.659	.005	0	.388	.017	0	.828	.001	0	.282	.026	0	.691	.004	0	.236	.032	0	.427	.014	0
grausam	cruel	7	5.978	12	1	1.167	1	1.25	1.083	1.125	1.104	6.333	6.5	6.833	6.583	6.417	6.708	6.563	3.833	4.25	4.667	3.5	4.042	4.083	4.063	5.75	6.167	5.583	6	5.958	5.792	5.875	1	2	1.091	1.417	1.5	1.261	1.383	2.917	2.75	2.75	2.75	2.833	2.75	2.792	1.313	1.063	1.083	.333	1	.696	.004	0	.055	.081	0	.696	.004	0	.198	.037	0	.853	.001	0	.355	.019	0	.952	0	0	.59	.007	0	.258	.029	0	.71	.003	0	.355	.019	0	1	0	0	.317	.023	0	.009	.147	1	.173	.043	0	.578	.007	0	.578	.007	0	.578	.007	0
gruendlich	thorough	9	15.635	11	4.75	4.667	6.417	6.083	4.708	6.25	5.479	4.417	4.75	3.917	3.583	4.583	3.75	4.167	5.583	5.667	5.333	5.333	5.625	5.333	5.479	3.5	4.417	4.417	3.667	3.958	4.042	4	5.417	4.583	6.083	6	5	6.042	5.521	3.667	3.5	3.333	3.917	3.583	3.625	3.604	5.813	5.375	1.917	.333	2	0	.451	1	.421	.015	0	.629	.005	0	.066	.075	0	1	0	0	.454	.013	0	.353	.02	0	.894	0	0	.894	0	0	.881	.001	0	.881	.001	0	.139	.049	0	.001	.218	1	.131	.051	0	.214	.035	0	.807	.001	0	.227	.033	0	.033	.1	1
guetig	kind	5	1.511	14	6.25	5.75	6.833	6.083	6	6.458	6.229	1.917	2.167	2.25	2.273	2.042	2.261	2.149	5.25	5.5	4.833	4	5.375	4.417	4.896	3.833	3.583	5.25	4.182	3.708	4.739	4.213	5.083	4.583	5.667	5.083	4.833	5.375	5.104	4.083	3.833	3.833	4.091	3.958	3.957	3.957	5.813	5.938	1.083	.333	1	.074	.071	0	.016	.124	1	.62	.006	0	.476	.012	0	.657	.005	0	.712	.003	0	.035	.097	1	.512	.01	0	.226	.033	0	.09	.065	0	.263	.029	0	.485	.011	0	.142	.048	0	.142	.048	0	.909	0	0	.985	0	0	.985	0	0	.2	.038	0
harmlos	harmless	7	7.908	12	4.417	4.417	4.667	4.333	4.417	4.5	4.458	1.917	1.667	3	2.167	1.792	2.583	2.188	3.75	3.333	3.417	2.75	3.542	3.083	3.313	3.333	3.583	4	2.273	3.458	3.174	3.319	4.75	4.083	4	3.083	4.417	3.542	3.979	3.5	3.75	3.333	3.833	3.625	3.583	3.604	4.125	4.5	1.167	.441	1	.838	.001	0	.684	.004	0	.684	.004	0	.01	.143	1	.071	.072	0	.325	.022	0	.288	.026	0	.211	.035	0	.771	.002	0	.565	.008	0	.191	.039	0	.082	.069	0	.094	.062	0	.129	.052	0	.808	.001	0	.866	.001	0	.132	.051	0	.612	.006	0
haesslich	ugly	7	3.174	13	1.75	2	2.333	2.25	1.875	2.292	2.083	4.25	5	4.417	4.5	4.625	4.458	4.542	3.25	2.75	2.917	3	3	2.957	2.979	6.333	6.75	5.417	6.833	6.542	6.125	6.333	2.083	1.75	2.417	2.833	1.917	2.625	2.271	3.25	3.167	3.083	3.667	3.208	3.375	3.292	2	3.188	1.708	.441	2	.179	.041	0	.786	.002	0	.588	.007	0	.624	.006	0	.224	.033	0	.329	.022	0	.914	0	0	.588	.007	0	.449	.013	0	.283	.026	0	.021	.115	1	.199	.037	0	.103	.059	0	.923	0	0	.383	.017	0	.391	.017	0	.2	.037	0	.09	.064	0
heiter	bright	6	9.268	12	6.083	5.917	6.167	6.083	6	6.125	6.063	2.667	2.833	3	3.182	2.75	3.087	2.915	5.167	4.417	4.167	4.25	4.792	4.208	4.5	5.583	5.583	5.917	5.333	5.583	5.625	5.604	6	5.583	5.417	5.167	5.792	5.292	5.542	2.917	2.75	2.833	2.667	2.833	2.75	2.792	6.125	5.875	2	0	2	.579	.007	0	.579	.007	0	.853	.001	0	.485	.011	0	.72	.003	0	.988	0	0	.225	.033	0	.485	.011	0	.384	.017	0	.923	0	0	.501	.01	0	.501	.01	0	.117	.055	0	.292	.025	0	.791	.002	0	.682	.004	0	.413	.015	0	1	0	0
hektisch	hectic	8	3.988	13	2.5	2.417	1.75	2.25	2.458	2	2.229	6.583	6.25	6.25	5.917	6.417	6.083	6.25	2.833	2.667	3.917	1.917	2.75	2.917	2.833	5.5	6	5.083	5	5.75	5.043	5.404	4	3.25	2.667	2.75	3.625	2.708	3.167	2	1.833	2	1.727	1.917	1.87	1.894	2.688	2.875	1.417	.486	1	.063	.077	0	.39	.017	0	.231	.032	0	.185	.04	0	.185	.04	0	1	0	0	.714	.003	0	.021	.115	1	.049	.085	1	.154	.047	0	.671	.004	0	.553	.008	0	.068	.073	0	.501	.01	0	.4	.016	0	.822	.001	0	.355	.02	0	.822	.001	0
hemmungslos	unrestrained	11	2.659	13	3.667	4.167	1.5	1.833	3.917	1.667	2.792	3.083	3.167	5.417	5.333	3.125	5.375	4.25	3.167	3.167	2.75	2.167	3.167	2.458	2.813	3.833	5.417	5.909	4.75	4.625	5.304	4.957	3.333	4.25	1.333	1.417	3.792	1.375	2.583	2.167	1.833	2.083	2.364	2	2.217	2.106	3.875	3.75	1.333	.433	1	0	.525	1	.203	.036	0	.797	.002	0	0	.275	1	1	0	0	.88	.001	0	.228	.033	0	.617	.006	0	.617	.006	0	.194	.039	0	.693	.004	0	.014	.133	1	0	.521	1	.16	.044	0	.24	.031	0	.338	.021	0	.909	0	0	.19	.04	0
hilflos	helpless	7	9.555	11	2.583	2.417	2.25	2.667	2.5	2.458	2.479	5.667	5.5	5.818	4.833	5.583	5.304	5.447	1.333	1.083	1.818	2	1.208	1.913	1.553	4.167	4.917	4.667	4.917	4.542	4.792	4.667	2.25	2	2.083	1.75	2.125	1.917	2.021	4.25	4	3.75	3.833	4.125	3.792	3.958	1.563	2.5	1.75	.441	2	.906	0	0	.723	.003	0	.409	.016	0	.483	.011	0	.121	.055	0	.268	.028	0	.013	.134	1	.901	0	0	.431	.014	0	.652	.005	0	.369	.018	0	.652	.005	0	.524	.009	0	.373	.018	0	.898	0	0	.141	.048	0	.71	.003	0	.458	.013	0
hoeflich	polite	7	7.069	12	5.667	5.75	6.417	5.917	5.708	6.167	5.938	3.583	3.083	2.917	2.75	3.333	2.833	3.083	4.917	5.083	4.583	4.917	5	4.75	4.875	4.182	5.083	5.417	4.333	4.652	4.875	4.766	6.083	5.75	5.917	5.75	5.917	5.833	5.875	3.25	3.667	3.75	3.583	3.458	3.667	3.563	5.688	5.75	1	0	1	.081	.068	0	.421	.015	0	.262	.029	0	.161	.044	0	.347	.02	0	.637	.005	0	.489	.011	0	.489	.011	0	.817	.001	0	.589	.007	0	.839	.001	0	.031	.103	1	.796	.002	0	.44	.014	0	.796	.002	0	.266	.028	0	.503	.01	0	.122	.053	0
impulsiv	impulsive	8	.543	16	5.417	5.083	5.25	5.182	5.25	5.217	5.234	4.75	5.25	4.917	5.667	5	5.292	5.146	4.25	2.917	4.25	3.75	3.583	4	3.792	4.417	3.917	5.25	4.75	4.167	5	4.583	5.167	4	6.25	4	4.583	5.125	4.854	1.917	1.833	2	1.833	1.875	1.917	1.896	4.313	4.438	1.625	.441	2	.934	0	0	.625	.006	0	.746	.002	0	.537	.009	0	.189	.039	0	.791	.002	0	.382	.017	0	.059	.079	0	.382	.017	0	.142	.048	0	.375	.018	0	1	0	0	.155	.045	0	0	.321	1	.155	.045	0	.847	.001	0	.563	.008	0	.847	.001	0
intelligent	intelligent	11	4.418	13	6.583	6.25	6.667	6.417	6.417	6.542	6.479	2.667	3.5	3.667	4.167	3.083	3.917	3.5	6.167	6.083	4.75	5.167	6.125	4.958	5.542	4.167	4.583	4.75	2.917	4.375	3.833	4.104	5.917	5.667	5.167	5.75	5.792	5.458	5.625	3	2.417	3	2.75	2.708	2.875	2.792	6.625	6.438	1.917	.333	2	.511	.01	0	.129	.052	0	.826	.001	0	.067	.074	0	.14	.049	0	.709	.003	0	.014	.131	1	.715	.003	0	.584	.007	0	.342	.021	0	.216	.035	0	.052	.083	0	.218	.034	0	.535	.009	0	.125	.053	0	.331	.022	0	.018	.121	1	.331	.022	0
interessiert	interested	12	55.203	9	6	5.917	6.417	6.083	5.958	6.25	6.104	4.75	3.917	5.083	5.167	4.333	5.125	4.729	6.083	5.917	5.75	6	6	5.875	5.938	4	4.333	4.818	3.75	4.174	4.261	4.217	6.25	6.083	6.25	5.833	6.167	6.042	6.104	2.583	2.083	2.25	2.667	2.333	2.458	2.396	6.563	6.688	1.458	.486	1	.185	.04	0	.341	.021	0	.567	.008	0	.078	.069	0	.398	.016	0	.302	.024	0	.698	.003	0	.897	0	0	.518	.01	0	.84	.001	0	.528	.01	0	.231	.034	0	.684	.004	0	.344	.02	0	.684	.004	0	.638	.005	0	.875	.001	0	.089	.064	0
ironisch	ironic	8	6.9	12	4.333	4.583	2.583	4	4.458	3.292	3.875	4.25	4.167	5.273	4.333	4.208	4.783	4.489	4.583	5.333	4.167	4.5	4.958	4.333	4.646	3.417	2.75	4.417	3.917	3.083	4.167	3.625	4.667	6	3.5	4.364	5.333	3.913	4.638	2.083	2.25	3.25	3.5	2.167	3.375	2.771	5.313	5.438	1.333	.5	1	.007	.156	1	.048	.086	1	.161	.044	0	.115	.057	0	.173	.043	0	.253	.03	0	.112	.057	0	.166	.043	0	.591	.007	0	.085	.066	0	.347	.02	0	.893	0	0	.004	.178	1	.021	.118	1	.611	.006	0	0	.365	1	.39	.017	0	.863	.001	0
irritiert	confused	9	6.722	12	3	2.917	3.417	2.75	2.958	3.083	3.021	5	4.833	5.25	4.5	4.917	4.875	4.896	3.333	2.25	3.167	2.667	2.792	2.917	2.854	4.25	4.167	4.083	3.75	4.208	3.917	4.063	2.583	2.083	2.25	2.75	2.333	2.5	2.417	3.167	3.583	3.333	3.333	3.375	3.333	3.354	2.563	3.063	1.75	.441	2	.674	.004	0	.211	.035	0	.329	.022	0	.916	0	0	.248	.03	0	.46	.012	0	.684	.004	0	.013	.132	1	.345	.02	0	.564	.008	0	.68	.004	0	.805	.001	0	.655	.005	0	1	0	0	.184	.04	0	.862	.001	0	.386	.017	0	.386	.017	0
jung	young	4	19.92	10	6.333	6	5.667	5.417	6.167	5.542	5.854	3.333	3.417	3.5	3.917	3.375	3.708	3.542	5.083	4.917	3.917	4.417	5	4.167	4.583	6.083	6.417	6.333	6	6.25	6.174	6.213	6.333	6.333	1.417	2.25	6.333	1.833	4.083	1.167	1	1.333	1.5	1.083	1.417	1.25	4.813	4.313	1.917	.333	2	.045	.089	1	.34	.021	0	.891	0	0	.423	.015	0	.547	.008	0	.688	.004	0	.144	.048	0	.767	.002	0	.555	.008	0	.825	.001	0	1	0	0	.378	.018	0	0	.845	1	.158	.045	0	.158	.045	0	.042	.091	1	1	0	0	.3	.024	0
kaempferisch	belligerent	11	3.782	13	4.417	4.667	5.083	5.167	4.542	5.125	4.833	6.667	6.25	6.333	6.5	6.458	6.417	6.438	6	5.583	6.25	5.333	5.792	5.792	5.792	5.75	6.167	6.167	5.583	5.958	5.875	5.917	5.167	4	5.25	4.917	4.583	5.083	4.833	1.833	1.75	2	1.917	1.792	1.958	1.875	5.438	4.688	1.708	.441	2	.127	.052	0	.659	.004	0	.825	.001	0	.848	.001	0	.565	.008	0	.183	.04	0	1	0	0	.066	.075	0	.483	.011	0	.828	.001	0	.828	.001	0	.196	.038	0	.281	.026	0	.109	.057	0	.368	.018	0	.325	.022	0	.622	.006	0	1	0	0
kontrolliert	controlled	12	21.656	10	3.083	3.417	4.75	5	3.25	4.875	4.063	5.083	5.583	4.75	4.917	5.333	4.833	5.083	5.667	4.333	5.583	4.667	5	5.125	5.063	3.167	3.083	4	3.5	3.125	3.75	3.438	4.5	4.167	5.5	5.167	4.333	5.333	4.833	3	3.75	3.667	3.75	3.375	3.708	3.542	4.625	4.5	1.667	.527	2	0	.289	1	.452	.013	0	.914	0	0	.142	.048	0	.324	.022	0	.621	.006	0	.843	.001	0	.081	.068	0	.742	.002	0	.196	.038	0	.543	.008	0	.664	.004	0	.017	.123	1	.411	.015	0	1	0	0	.134	.05	0	.063	.076	0	.134	.05	0
konzentriert	concentrating	12	23.716	10	5.25	5.167	6.167	5.917	5.208	6.042	5.625	5.083	5.333	4.75	5.083	5.208	4.917	5.063	6.333	6.417	6.25	5.833	6.375	6.042	6.208	4.5	4.917	4.364	3.583	4.708	3.957	4.34	5.25	5.333	6.083	5.667	5.292	5.875	5.583	2.25	2.667	2.833	2.75	2.458	2.792	2.625	6.313	5.75	2	0	2	.004	.178	1	.54	.009	0	.759	.002	0	.542	.009	0	.542	.009	0	.93	0	0	.301	.024	0	.603	.006	0	.436	.014	0	.148	.048	0	.717	.003	0	.236	.032	0	.071	.072	0	.6	.006	0	.432	.014	0	.226	.033	0	.542	.009	0	.362	.019	0
kraftvoll	powerful	9	2.579	13	5.667	5.25	5.833	5.833	5.458	5.833	5.646	5.417	5.25	5	5.083	5.333	5.042	5.188	5.5	5.667	5.083	5.167	5.583	5.125	5.354	5.5	5.25	5.75	5.167	5.375	5.458	5.417	5.083	4.833	4.167	4.75	4.958	4.458	4.708	1.75	1.667	1.917	1.667	1.708	1.792	1.75	5.938	6.063	2	0	2	.159	.044	0	.431	.014	0	.431	.014	0	.515	.01	0	.926	0	0	.78	.002	0	.16	.044	0	.698	.003	0	.897	0	0	.837	.001	0	.305	.024	0	.68	.004	0	.234	.032	0	.689	.004	0	.32	.023	0	.64	.005	0	.351	.02	0	.64	.005	0
krank	ill	5	21.402	10	2.167	1.833	1.917	2.417	2	2.167	2.083	4.667	4.75	4.667	4.417	4.708	4.542	4.625	1.917	1.5	3.25	3.333	1.708	3.292	2.5	6.25	6.333	5.167	6	6.292	5.583	5.938	2.167	1.75	2.667	3.167	1.958	2.917	2.438	4.5	4.333	4.167	4.333	4.417	4.25	4.333	1.563	2.563	1.958	.167	2	.647	.005	0	.819	.001	0	.256	.029	0	.701	.003	0	.848	.001	0	.701	.003	0	.002	.194	1	.733	.003	0	.61	.006	0	.112	.056	0	.299	.024	0	.395	.017	0	.049	.085	1	.93	0	0	.338	.021	0	.372	.018	0	1	0	0	.372	.018	0
kreativ	creative	7	4.052	13	6.25	5.917	6.417	6.167	6.083	6.292	6.188	2.917	2.583	3.083	4.25	2.75	3.667	3.208	5.167	4.5	5.167	5.417	4.833	5.292	5.063	5.667	5.083	5.917	4.667	5.375	5.292	5.333	5.167	5.5	5.667	4.818	5.333	5.261	5.298	2.167	1.833	2.5	2.182	2	2.348	2.17	6.313	6.188	1.75	.441	2	.525	.009	0	.374	.018	0	.899	0	0	.089	.064	0	.434	.014	0	.162	.044	0	.315	.023	0	.646	.005	0	.315	.023	0	.867	.001	0	.071	.072	0	.504	.01	0	.838	.001	0	.564	.008	0	.189	.04	0	.125	.054	0	.142	.049	0	.972	0	0
kritisch	critical	8	20.751	10	4.25	4.417	5.25	5.5	4.333	5.375	4.854	5.333	5.083	5	5.167	5.208	5.083	5.146	5.75	5.083	5.25	5.667	5.417	5.458	5.438	2.917	3.25	3.75	3.417	3.083	3.583	3.333	5.667	5.417	6	5.5	5.542	5.75	5.646	2.75	2.833	3.25	3.636	2.792	3.435	3.106	5.625	5.438	1.5	.527	2	.018	.121	1	.625	.005	0	.922	0	0	.724	.003	0	.906	0	0	.556	.008	0	.901	0	0	.708	.003	0	.11	.057	0	.297	.025	0	1	0	0	.485	.011	0	.528	.009	0	.258	.029	0	.704	.003	0	.034	.1	1	.435	.014	0	.613	.006	0
lahm	lame	4	4.55	13	2.083	2.417	2.417	2.167	2.25	2.292	2.271	3	3	2.75	2.75	3	2.75	2.875	2.833	2.083	2.167	2.083	2.458	2.125	2.292	4.75	4.545	4.833	5.417	4.652	5.125	4.894	1.5	2.5	1.917	1.833	2	1.875	1.938	3.667	4.167	3.667	3.917	3.917	3.792	3.854	1.75	1.875	1.75	.441	2	.875	.001	0	.875	.001	0	.273	.027	0	.609	.006	0	1	0	0	1	0	0	.325	.022	0	.22	.034	0	.325	.022	0	.415	.016	0	.745	.002	0	.5	.011	0	.744	.002	0	.235	.032	0	.162	.044	0	.543	.008	0	.072	.071	0	.543	.008	0
langsam	slowly	7	62.801	9	3	3.25	2.917	3	3.125	2.958	3.042	2.417	2.833	2.333	2.583	2.625	2.458	2.542	3.833	3.5	3.167	3.583	3.667	3.375	3.521	5.167	5.083	5.583	4.417	5.125	5	5.063	2.167	3.25	2.583	2.417	2.708	2.5	2.604	4.25	4.333	3.917	3.917	4.292	3.917	4.104	2.5	2.375	1.833	.354	2	.602	.006	0	.602	.006	0	.794	.002	0	.709	.003	0	.457	.013	0	.852	.001	0	.482	.011	0	.92	0	0	.367	.019	0	.798	.002	0	.205	.036	0	.271	.028	0	.627	.005	0	.288	.026	0	.149	.047	0	.078	.069	0	.842	.001	0	.842	.001	0
